User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR01166,25,Female,Working Professional,In a Relationship,Snapchat,6.3,3,2,No,Within 5 min,106,5.7,5.8,3.0,4.8,No,,5.6,,7.4,6.9,4.3,4.5,5.0,2.3,1.1,3.9,5.1,Severe
USR01167,41,Male,Working Professional,In a Relationship,YouTube,5.2,3,4,Yes,Within 5 min,79,8.6,1.3,3.3,1.0,Yes,Yes,4.2,4.5,3.4,4.7,3.1,5.1,6.8,4.0,5.3,3.5,5.9,High
USR01168,40,Male,Student,Married,Snapchat,2.5,3,6,Yes,Within 5 min,5,10.0,6.9,5.4,8.0,No,No,3.4,3.5,,8.9,6.3,8.7,2.4,2.4,2.4,,5.6,High
USR01169,18,Female,Working Professional,,YouTube,3.5,2,1,Yes,After 30 min,32,6.6,6.2,3.9,6.9,,No,2.5,5.6,4.5,2.0,2.6,5.1,2.1,5.4,1.2,3.5,6.5,Moderate
USR01170,17,Female,Working Professional,Single,TikTok,8.2,3,0,Yes,5-30 min,57,1.3,,6.6,8.6,Yes,No,6.1,5.6,7.0,0.9,8.5,5.8,4.0,4.7,3.2,3.9,5.9,High
USR01171,34,Non-binary,Working Professional,Married,Twitter/X,0.5,2,3,Yes,After 30 min,66,4.6,6.0,6.2,6.4,No,Yes,2.5,5.1,4.4,3.3,5.6,7.4,4.7,4.4,1.2,0.9,6.3,Moderate
USR01172,20,Male,Freelancer,Single,TikTok,7.3,3,2,No,Within 5 min,46,4.0,4.9,0.3,3.7,Yes,No,7.0,5.1,1.7,9.0,7.0,6.7,4.2,7.2,3.3,4.6,8.1,Low
USR01173,28,Male,Student,In a Relationship,Snapchat,,3,4,Yes,5-30 min,32,4.5,5.6,3.8,6.7,No,Yes,6.3,4.9,3.2,4.4,6.7,6.5,2.5,1.4,2.4,3.7,5.8,High
USR01174,17,Male,Freelancer,Single,YouTube,3.3,4,2,No,5-30 min,23,3.9,7.0,4.9,3.6,Yes,No,3.5,4.3,3.9,4.1,4.3,5.1,6.0,2.6,0.6,4.3,7.8,Low
USR01175,15,,Student,In a Relationship,Facebook,4.0,1,6,Yes,Within 5 min,73,7.1,5.0,4.9,4.5,Yes,No,8.0,5.9,1.9,5.6,10.0,6.3,5.2,2.9,4.8,1.3,6.2,High
USR01176,23,Male,Student,Married,Twitter/X,5.4,5,7,Yes,Within 5 min,57,3.5,3.7,3.5,6.6,No,No,6.2,8.7,5.3,0.7,3.4,6.4,9.0,5.7,5.5,0.5,4.7,Severe
USR01177,21,Female,Student,Married,YouTube,4.8,5,4,Yes,5-30 min,18,3.9,6.6,7.2,5.9,Yes,No,4.0,2.1,,9.5,5.5,6.9,4.2,4.2,3.5,1.4,6.6,Moderate
USR01178,26,Male,Student,Single,YouTube,,4,4,No,5-30 min,17,4.3,5.5,0.4,8.5,No,No,6.6,4.4,3.6,8.1,5.3,6.4,8.5,6.8,2.7,4.0,7.2,Low
USR01179,37,Female,Freelancer,Married,Instagram,7.2,3,5,Yes,5-30 min,36,9.8,2.3,5.8,4.9,Yes,Yes,4.5,10.0,2.9,8.0,3.6,4.8,5.5,2.4,1.0,0.6,4.8,Severe
USR01180,15,Female,Freelancer,In a Relationship,TikTok,3.2,2,5,Yes,Within 5 min,43,4.3,2.8,4.6,6.3,Yes,Yes,4.9,6.0,5.8,10.0,3.6,7.0,4.7,8.5,1.9,1.4,5.9,Moderate
USR01181,36,Male,Working Professional,Single,TikTok,4.6,2,6,Yes,Within 5 min,5,3.5,4.7,7.3,3.9,No,Yes,7.6,5.0,8.7,1.2,5.0,6.5,4.1,1.0,4.6,4.1,3.6,Severe
USR01182,26,,Student,Single,TikTok,5.6,3,6,Yes,5-30 min,109,5.5,8.0,4.0,9.5,Yes,Yes,9.5,,4.2,5.4,3.0,7.5,5.6,4.7,1.6,1.8,3.6,Severe
USR01183,16,Non-binary,Student,In a Relationship,TikTok,3.6,2,3,,5-30 min,64,6.8,4.7,2.6,10.0,Yes,Yes,8.5,4.8,7.1,8.9,10.0,6.1,4.3,9.3,3.3,1.1,6.8,Moderate
USR01184,29,Male,Student,Single,YouTube,4.5,2,2,No,After 30 min,94,4.7,6.1,6.8,4.0,No,No,5.7,6.2,4.3,1.7,6.1,7.2,4.1,4.1,1.4,1.3,7.9,Low
USR01185,33,Female,Working Professional,Married,YouTube,7.8,2,4,Yes,Within 5 min,5,5.4,3.4,,2.1,No,No,6.9,2.8,6.1,7.6,5.0,,7.7,6.6,0.3,0.9,6.6,Moderate
USR01186,38,Male,Student,Married,Instagram,0.5,2,2,No,5-30 min,25,4.8,4.3,4.9,5.0,Yes,No,0.8,5.4,2.8,4.2,7.1,5.6,3.5,2.3,6.6,0.0,7.9,Low
USR01187,18,,Working Professional,In a Relationship,Instagram,5.2,3,3,No,After 30 min,58,7.1,7.9,3.7,1.9,No,No,5.4,6.4,6.3,6.5,5.9,7.1,4.6,3.7,1.7,1.8,6.3,Moderate
USR01188,25,Female,Student,In a Relationship,Snapchat,,2,5,Yes,Within 5 min,75,5.8,4.2,6.6,6.3,Yes,No,6.1,9.8,5.6,9.4,3.5,6.2,7.8,1.7,0.0,1.0,5.0,Severe
USR01189,17,Non-binary,,Single,YouTube,2.1,6,3,No,5-30 min,5,1.7,5.2,3.8,3.7,Yes,No,1.2,1.6,,9.4,1.9,5.5,6.4,6.3,0.0,2.7,7.9,Low
USR01190,41,Male,Working Professional,Single,Instagram,4.1,1,3,Yes,Within 5 min,5,6.3,2.5,1.2,4.5,Yes,Yes,5.5,2.7,4.9,5.6,7.0,7.1,6.3,5.7,2.3,6.7,7.3,Moderate
USR01191,32,Male,Student,Married,TikTok,5.4,3,4,No,5-30 min,69,6.7,5.8,6.4,5.5,Yes,No,2.3,5.7,4.4,3.7,1.6,6.3,4.1,4.0,1.4,5.2,6.6,High
USR01192,21,Male,Student,In a Relationship,TikTok,6.4,1,4,No,5-30 min,57,7.5,4.7,9.9,3.1,No,Yes,4.2,7.5,2.2,9.6,4.8,7.4,5.5,4.8,1.6,3.4,6.2,High
USR01193,25,Male,Freelancer,Single,TikTok,2.9,4,2,,5-30 min,25,5.7,5.5,6.5,7.8,Yes,No,5.1,6.2,,6.5,7.9,7.6,3.7,5.7,6.2,4.3,8.0,Low
USR01194,29,Non-binary,Freelancer,In a Relationship,Instagram,6.0,4,3,Yes,5-30 min,5,7.1,,6.0,7.8,Yes,Yes,1.3,2.0,,4.4,4.3,7.1,2.6,6.1,7.0,1.4,5.5,High
USR01195,40,Female,Working Professional,In a Relationship,Snapchat,7.8,3,3,No,Within 5 min,49,3.2,7.2,10.0,7.0,No,Yes,4.9,9.9,7.9,9.9,3.9,,6.2,8.5,3.0,3.8,3.6,Severe
USR01196,41,Female,Freelancer,In a Relationship,Instagram,5.0,5,3,No,Within 5 min,69,4.8,5.7,2.0,4.2,Yes,No,5.9,1.0,2.3,3.9,4.8,8.2,4.3,4.1,2.1,5.1,7.8,Low
USR01197,36,Male,Student,In a Relationship,Facebook,6.2,4,5,No,5-30 min,78,7.9,5.3,7.3,6.5,Yes,Yes,9.3,8.4,5.9,,3.4,5.5,7.4,7.6,2.0,5.4,4.7,Severe
USR01198,29,Non-binary,Working Professional,In a Relationship,Instagram,5.6,2,3,No,Within 5 min,38,5.7,6.5,2.2,5.8,Yes,Yes,,,8.1,0.5,2.5,4.7,5.6,8.3,3.3,2.5,5.2,High
USR01199,29,Male,Working Professional,Married,Instagram,6.1,4,4,Yes,After 30 min,11,6.0,4.0,5.5,8.0,Yes,No,4.9,4.3,4.1,4.1,5.4,6.1,5.3,,4.8,3.5,5.7,Moderate
USR01200,22,Female,Student,Married,Instagram,2.5,5,5,Yes,After 30 min,105,2.4,9.4,7.1,6.6,Yes,No,4.4,1.7,4.5,4.1,4.5,8.3,7.9,2.0,1.1,5.4,5.0,High
USR01201,44,Female,Working Professional,In a Relationship,Snapchat,7.3,4,2,No,Within 5 min,55,5.9,7.1,7.9,4.6,Yes,No,4.5,2.6,0.7,,7.4,8.7,0.7,5.7,3.4,4.1,6.5,Moderate
USR01202,25,Female,Freelancer,Single,TikTok,5.6,4,4,No,Within 5 min,5,4.6,8.4,,4.0,Yes,Yes,4.4,1.1,3.9,7.0,2.6,7.7,7.1,2.8,8.6,5.3,5.7,Moderate
USR01203,28,Female,Student,Married,YouTube,8.6,6,7,No,5-30 min,69,3.2,5.1,4.7,6.0,Yes,Yes,1.1,2.6,8.1,2.9,6.0,5.7,4.7,6.1,1.4,,6.7,Moderate
USR01204,39,Female,Student,In a Relationship,YouTube,6.4,3,2,Yes,Within 5 min,6,8.4,7.6,9.3,5.3,Yes,No,9.3,2.4,6.2,6.6,10.0,6.3,4.8,2.7,3.9,3.7,5.3,Severe
USR01205,27,Female,Working Professional,Single,,2.7,5,3,Yes,5-30 min,36,10.0,7.4,7.2,6.5,,No,1.7,9.3,6.4,9.3,4.9,6.8,5.4,5.1,4.0,5.3,7.1,Moderate
USR01206,23,Male,Working Professional,Married,Instagram,7.2,1,1,No,5-30 min,81,6.0,6.2,2.1,0.0,Yes,No,6.7,4.4,6.7,7.1,7.4,7.6,3.8,9.2,1.7,2.3,7.8,Low
USR01207,39,Female,Student,In a Relationship,TikTok,7.6,1,1,Yes,5-30 min,51,5.7,2.1,5.8,6.9,Yes,No,7.4,8.8,0.0,5.7,4.4,7.6,3.1,7.3,0.5,4.2,7.0,Moderate
USR01208,39,Male,Student,Single,Facebook,7.0,4,6,Yes,After 30 min,65,1.2,8.5,,5.9,No,Yes,4.0,0.0,3.9,1.2,6.3,8.9,6.5,8.4,5.1,3.1,7.2,Moderate
USR01209,40,Male,Student,Married,YouTube,4.0,2,3,Yes,Within 5 min,38,4.8,7.8,3.6,0.0,No,Yes,4.2,3.0,1.3,7.8,2.2,6.5,3.7,9.5,3.7,4.4,7.2,Low
USR01210,24,Female,Student,Single,Instagram,3.7,6,7,No,Within 5 min,70,4.2,3.7,,4.7,Yes,Yes,4.5,5.0,4.2,2.9,,,2.8,0.6,1.3,0.0,5.7,High
USR01211,25,Non-binary,Working Professional,Married,Twitter/X,7.6,4,2,Yes,Within 5 min,82,2.2,5.2,4.8,5.4,No,Yes,1.8,6.2,3.7,8.3,6.9,4.8,2.5,5.1,3.9,1.3,6.2,Moderate
USR01212,39,Female,Student,In a Relationship,Facebook,2.9,3,3,No,After 30 min,77,6.2,1.7,5.2,7.2,No,Yes,6.4,1.9,3.1,6.4,,5.4,6.7,6.1,6.2,,7.6,Low
USR01213,29,Male,Working Professional,Single,TikTok,6.6,3,8,No,5-30 min,147,6.1,7.3,3.7,4.5,Yes,No,2.9,3.4,4.3,4.2,4.4,5.8,5.8,4.9,6.2,2.6,7.0,Moderate
USR01214,40,Female,Working Professional,Single,TikTok,4.9,3,2,No,Within 5 min,84,4.4,2.8,6.7,6.3,,No,5.3,5.7,4.2,6.5,8.2,4.8,2.7,,0.3,3.6,8.3,Low
USR01215,18,Non-binary,Student,Single,YouTube,3.2,4,3,No,Within 5 min,48,4.8,3.7,6.1,6.8,No,Yes,4.8,5.8,6.3,7.2,6.0,6.3,5.1,6.0,1.7,4.3,6.0,High
USR01216,30,,Working Professional,Single,TikTok,3.8,2,3,Yes,After 30 min,46,7.6,6.4,5.5,8.0,Yes,No,4.2,3.9,5.3,5.1,6.3,5.1,5.3,7.6,1.4,2.4,6.5,High
USR01217,25,Male,Student,Single,TikTok,3.4,1,6,Yes,5-30 min,118,7.8,8.1,2.0,10.0,Yes,No,0.1,1.5,3.7,7.4,5.6,7.0,6.3,3.2,1.3,2.8,5.0,High
USR01218,16,Male,,Single,Twitter/X,5.7,6,6,No,Within 5 min,45,6.9,6.2,6.0,6.8,,No,6.3,1.1,3.2,6.6,6.0,6.8,,5.8,4.3,2.6,5.3,High
USR01219,25,Female,Student,Single,Facebook,3.2,2,6,Yes,Within 5 min,102,5.3,6.6,4.6,6.4,Yes,Yes,6.6,6.1,5.3,7.2,5.8,6.0,6.4,4.2,4.0,3.8,4.5,Severe
USR01220,25,Male,Working Professional,Single,YouTube,4.4,3,2,No,Within 5 min,95,7.2,6.3,,3.9,No,No,8.1,0.9,3.7,2.0,9.8,4.7,4.7,5.2,2.4,1.1,7.1,Moderate
USR01221,31,Male,Working Professional,Single,TikTok,4.1,3,4,Yes,Within 5 min,37,3.3,7.1,5.6,6.4,No,No,5.4,4.0,6.3,4.9,8.7,6.6,8.3,4.3,1.5,4.6,6.9,Moderate
USR01222,42,Non-binary,Working Professional,Married,Twitter/X,5.5,1,4,No,After 30 min,5,4.8,7.8,,6.5,No,No,3.2,5.5,1.9,3.9,3.6,5.9,3.6,8.4,3.6,4.9,9.0,Low
USR01223,27,Female,Working Professional,In a Relationship,TikTok,6.9,5,3,Yes,After 30 min,93,5.3,3.1,4.2,1.9,Yes,Yes,2.5,3.3,2.5,5.8,7.1,6.1,5.0,7.1,4.8,4.2,7.2,Low
USR01224,32,Female,Working Professional,Single,Instagram,1.4,3,6,Yes,Within 5 min,68,5.0,10.0,4.3,5.8,No,No,4.1,6.0,6.7,6.8,4.7,5.7,6.0,2.4,0.1,6.4,4.7,Severe
USR01225,44,Male,Student,In a Relationship,YouTube,5.5,6,3,,Within 5 min,52,5.2,6.9,6.7,7.3,No,No,0.8,5.4,1.8,3.5,5.3,8.1,3.0,4.4,0.4,5.0,6.1,Moderate
USR01226,23,Male,Student,Single,Instagram,3.1,2,6,Yes,After 30 min,98,6.6,2.6,7.7,6.3,Yes,No,6.4,3.5,8.2,6.5,6.2,8.6,6.5,5.0,3.9,0.0,5.9,High
USR01227,26,Male,Unemployed,In a Relationship,YouTube,4.2,4,3,No,Within 5 min,81,0.0,6.1,,5.0,Yes,Yes,6.1,5.7,3.5,5.4,9.3,6.7,4.0,2.8,3.3,3.8,7.6,Low
USR01228,31,Male,Working Professional,In a Relationship,TikTok,4.3,1,4,No,5-30 min,109,,6.8,5.5,5.7,No,Yes,5.2,6.8,3.6,7.3,4.6,7.3,8.5,7.3,1.9,2.6,5.1,Severe
USR01229,40,Female,Freelancer,Married,YouTube,8.1,5,2,Yes,Within 5 min,69,4.1,4.8,1.9,5.4,Yes,No,6.3,4.6,5.4,6.9,5.5,5.7,8.8,3.8,4.9,0.0,5.3,High
USR01230,23,,Working Professional,Single,TikTok,8.0,3,6,No,5-30 min,85,4.2,6.1,4.4,9.3,No,Yes,4.8,0.3,5.8,6.2,5.7,4.1,4.6,5.6,1.7,3.0,5.8,Moderate
USR01231,38,Non-binary,Working Professional,Single,YouTube,4.1,1,7,Yes,5-30 min,46,6.9,5.4,6.2,7.2,No,No,6.6,4.2,3.9,7.4,7.6,6.9,9.2,9.0,4.4,3.0,6.3,Moderate
USR01232,19,Non-binary,Student,In a Relationship,Facebook,4.1,4,1,No,Within 5 min,52,7.2,5.2,9.4,4.4,No,No,6.0,6.1,4.6,4.8,10.0,4.6,5.0,7.0,1.0,5.5,7.5,Moderate
USR01233,35,Male,Working Professional,Single,TikTok,7.8,4,8,Yes,After 30 min,30,7.6,4.0,2.6,6.9,,No,4.3,5.8,6.0,2.4,1.6,6.9,1.7,4.1,3.6,2.1,6.5,High
USR01234,31,Male,Working Professional,Single,YouTube,5.8,4,2,No,Within 5 min,9,7.4,4.9,,5.9,No,No,4.8,4.4,5.8,6.0,1.7,7.0,3.9,2.9,0.8,0.5,6.6,Moderate
USR01235,20,Female,Working Professional,In a Relationship,Snapchat,8.8,3,4,No,Within 5 min,67,6.2,7.3,4.5,7.2,Yes,No,2.4,6.8,5.1,1.2,3.7,,5.1,2.5,2.8,2.7,4.5,Severe
USR01236,25,Male,Working Professional,Married,YouTube,3.1,4,6,Yes,5-30 min,37,6.2,3.4,3.5,5.1,,Yes,7.3,4.3,4.6,,8.0,6.1,3.6,7.6,1.2,3.7,7.1,Low
USR01237,27,Non-binary,Freelancer,In a Relationship,Instagram,7.1,2,3,Yes,5-30 min,112,5.2,2.2,4.4,3.7,No,No,8.6,1.0,1.7,3.9,8.6,4.8,10.0,5.5,4.3,,7.1,Low
USR01238,27,Female,Freelancer,In a Relationship,YouTube,,3,3,No,After 30 min,88,7.0,5.9,4.9,3.5,No,No,,6.6,5.7,2.4,0.0,5.1,5.9,3.4,3.2,,7.3,Moderate
USR01239,34,Male,Student,Single,Instagram,0.5,3,7,Yes,Within 5 min,119,6.9,3.7,4.1,3.3,No,No,2.9,7.0,2.5,6.3,6.4,4.8,8.4,7.7,,0.0,6.0,Moderate
USR01240,18,Male,Freelancer,Married,Instagram,6.3,1,3,Yes,Within 5 min,18,4.9,,0.2,5.5,Yes,Yes,4.4,6.6,3.6,8.3,5.5,7.3,,4.9,2.0,2.8,6.7,Moderate
USR01241,27,Male,Working Professional,Married,Instagram,2.5,2,3,Yes,After 30 min,47,8.2,6.5,4.2,4.9,Yes,No,3.4,2.0,3.3,5.6,7.2,6.1,5.7,4.7,3.5,2.1,7.8,Low
USR01242,21,Female,Student,Single,Instagram,6.2,2,6,No,After 30 min,57,4.8,4.0,4.5,2.0,Yes,Yes,5.3,2.8,7.5,6.8,5.9,6.3,3.7,7.1,5.5,2.9,7.8,Low
USR01243,32,Male,Freelancer,Single,Instagram,4.0,4,3,Yes,5-30 min,7,10.0,7.3,6.9,4.1,Yes,Yes,7.0,4.1,2.3,5.3,6.7,8.8,5.3,5.5,0.5,5.0,5.3,Severe
USR01244,44,Non-binary,Student,Single,TikTok,7.4,3,4,Yes,After 30 min,13,4.5,3.6,3.5,4.4,No,No,4.3,5.0,5.7,4.1,4.3,6.3,6.0,5.3,5.9,4.5,8.4,Low
USR01245,32,Female,Student,Married,TikTok,1.6,2,1,Yes,After 30 min,63,9.4,4.4,3.9,5.4,Yes,Yes,4.3,4.4,0.7,5.5,4.6,6.0,7.9,6.7,0.2,4.4,5.4,High
USR01246,27,Female,Working Professional,Married,Twitter/X,1.2,2,5,No,After 30 min,63,9.7,4.4,9.4,5.8,No,Yes,5.0,3.8,8.5,6.0,8.7,5.8,3.2,5.8,2.6,3.3,5.7,Moderate
USR01247,36,Non-binary,Working Professional,Married,Instagram,7.9,3,1,No,5-30 min,67,7.3,4.9,4.1,7.0,No,No,7.0,5.6,3.4,5.2,2.6,7.0,4.3,7.5,5.7,3.0,6.6,Moderate
USR01248,17,Female,Student,Single,Instagram,7.0,7,4,Yes,Within 5 min,62,9.5,6.2,9.6,4.0,No,No,3.1,6.3,7.1,6.2,2.7,,5.0,5.2,2.8,2.9,3.8,Severe
USR01249,31,Non-binary,Freelancer,Single,Instagram,4.8,1,4,Yes,5-30 min,97,7.1,5.5,2.6,6.3,No,Yes,6.0,2.3,4.1,7.7,1.1,5.7,6.1,,7.1,3.4,5.6,Severe
USR01250,20,Female,,,Instagram,1.0,2,10,Yes,After 30 min,67,,,6.8,5.9,Yes,Yes,5.2,4.9,3.3,6.5,2.9,8.2,1.5,4.7,3.7,3.9,6.7,Low
USR01251,31,Female,Student,Single,Twitter/X,6.5,3,3,Yes,After 30 min,104,6.8,4.3,5.2,6.8,No,Yes,6.0,1.9,3.0,6.5,5.8,7.1,4.3,6.9,1.0,0.3,5.6,High
USR01252,18,Male,Unemployed,,TikTok,10.0,1,7,No,Within 5 min,71,1.2,5.9,6.6,7.1,No,Yes,9.7,6.1,1.4,2.7,5.4,5.7,,4.9,0.7,7.5,6.6,High
USR01253,19,Female,Student,Single,YouTube,3.8,2,2,No,Within 5 min,20,3.7,10.0,7.3,5.0,Yes,No,8.1,4.9,4.9,7.6,5.4,8.0,3.1,6.3,4.4,0.0,6.6,Moderate
USR01254,41,Female,Student,Single,Twitter/X,3.7,3,4,Yes,Within 5 min,94,6.1,4.5,,7.8,No,No,5.2,8.4,3.3,7.7,6.7,8.1,10.0,4.5,3.1,3.5,6.6,Moderate
USR01255,28,Female,Working Professional,Single,Instagram,2.8,5,5,Yes,Within 5 min,28,7.3,6.1,4.6,8.2,No,No,7.4,3.1,6.7,4.3,0.9,4.1,0.0,7.2,2.0,2.4,5.7,Severe
USR01256,32,Female,,Married,Instagram,5.6,5,1,No,Within 5 min,95,7.9,7.4,4.8,3.7,Yes,Yes,2.5,6.5,6.5,5.3,5.9,7.5,1.0,4.8,2.1,3.2,4.9,Severe
USR01257,34,Female,Student,Single,YouTube,4.4,1,6,No,After 30 min,91,7.5,2.4,7.9,0.1,No,Yes,7.8,6.2,5.7,9.1,5.2,6.5,4.4,2.1,3.1,0.5,7.7,Low
USR01258,23,Male,Student,Married,TikTok,1.2,4,7,Yes,After 30 min,82,4.9,6.0,5.8,5.5,No,No,9.2,6.0,5.4,5.4,8.3,6.6,5.8,6.3,2.4,5.6,8.1,Low
USR01259,36,Male,Student,Single,Instagram,3.0,2,5,No,5-30 min,54,4.3,2.1,2.9,0.8,No,No,1.0,0.0,6.3,9.6,4.3,7.7,7.3,8.1,1.4,3.1,10.0,Low
USR01260,19,,Student,Married,Snapchat,6.7,2,3,Yes,Within 5 min,48,6.9,1.7,0.0,5.9,Yes,No,5.2,2.0,9.4,6.1,3.5,7.7,6.1,6.4,2.6,4.6,5.7,High
USR01261,33,Non-binary,Working Professional,Single,Instagram,2.1,3,8,No,After 30 min,10,6.8,4.0,9.3,6.5,Yes,No,4.8,5.2,2.6,3.4,6.5,5.0,2.8,6.5,4.2,2.1,8.5,Low
USR01262,16,Male,Student,Married,Facebook,5.1,2,4,Yes,Within 5 min,31,4.1,4.1,5.1,3.6,No,No,6.7,4.7,8.0,7.8,9.0,5.4,8.1,6.4,2.0,2.1,7.2,Low
USR01263,18,Male,Working Professional,Married,Twitter/X,6.8,4,4,Yes,5-30 min,36,5.3,4.5,5.1,0.8,Yes,No,6.7,4.3,3.4,5.0,5.1,7.0,5.4,4.0,1.1,6.8,6.2,Low
USR01264,29,Male,Freelancer,,TikTok,6.2,3,4,No,Within 5 min,27,5.0,4.3,6.6,6.2,No,Yes,4.3,4.4,5.9,6.9,3.9,6.4,4.0,8.1,1.9,3.7,6.0,High
USR01265,18,Male,Working Professional,Single,Instagram,0.6,3,5,Yes,After 30 min,56,8.7,5.8,5.8,4.1,No,No,5.5,4.3,4.8,5.1,3.6,5.8,9.9,6.1,4.7,2.1,6.2,High
USR01266,32,Non-binary,Student,Single,Instagram,5.8,4,3,Yes,Within 5 min,46,5.2,4.8,2.5,4.0,No,Yes,3.5,5.9,4.6,8.6,6.1,7.0,3.9,,4.3,5.5,7.2,Moderate
USR01267,21,Male,Student,Married,,2.1,2,4,Yes,5-30 min,70,5.3,4.8,6.4,6.0,No,No,7.7,4.2,6.4,6.2,3.7,6.9,5.1,3.8,0.0,4.3,5.8,High
USR01268,37,Female,Unemployed,In a Relationship,Snapchat,0.5,4,5,No,Within 5 min,49,5.6,6.8,4.9,1.7,No,Yes,4.8,0.8,4.4,3.6,4.9,5.1,5.4,5.9,6.2,4.8,6.9,Low
USR01269,44,Female,Student,Single,YouTube,5.2,7,3,Yes,5-30 min,25,5.4,9.1,,4.4,Yes,Yes,5.9,7.1,7.0,4.4,8.4,8.6,2.8,2.4,1.2,1.7,4.4,Severe
USR01270,38,Male,Working Professional,In a Relationship,,0.9,4,1,No,Within 5 min,49,3.2,,5.2,5.3,No,No,3.4,6.9,2.8,2.4,0.6,7.2,4.5,7.7,5.6,2.0,8.2,Low
USR01271,37,Female,Student,Married,TikTok,4.0,1,8,No,After 30 min,75,7.0,5.5,9.7,5.3,Yes,No,3.8,2.8,1.3,6.8,6.9,8.8,4.0,5.8,4.2,5.4,6.7,Moderate
USR01272,22,,Working Professional,Single,Twitter/X,7.2,2,2,No,After 30 min,69,5.8,3.5,5.0,1.9,No,Yes,8.0,5.6,6.0,8.9,2.5,8.4,3.3,5.6,2.4,,7.5,Low
USR01273,16,Male,Working Professional,In a Relationship,Instagram,5.7,3,5,Yes,5-30 min,47,5.7,7.8,,5.0,No,Yes,5.7,2.1,2.4,6.7,7.5,4.2,9.6,5.1,2.1,2.1,5.2,Severe
USR01274,28,Male,Unemployed,Single,YouTube,4.2,2,3,No,After 30 min,29,5.2,2.0,5.8,1.7,Yes,Yes,2.4,5.2,4.1,4.8,2.5,5.9,5.6,3.5,3.7,4.7,7.9,Low
USR01275,36,Male,Unemployed,Single,,6.6,3,7,No,After 30 min,60,5.3,3.6,3.3,8.0,Yes,No,4.0,5.0,,5.7,2.1,5.8,3.4,4.9,2.6,6.1,8.2,Low
USR01276,34,Male,Working Professional,In a Relationship,Facebook,4.6,5,4,No,Within 5 min,5,2.6,6.0,7.3,6.5,Yes,Yes,5.4,2.8,4.5,6.5,5.5,5.0,4.4,4.5,,2.1,5.0,High
USR01277,21,Male,Working Professional,Single,Instagram,6.3,5,6,Yes,5-30 min,80,4.3,3.0,2.1,6.1,Yes,Yes,8.1,5.5,7.5,0.0,6.5,6.2,6.9,3.4,2.6,2.9,4.6,Severe
USR01278,19,,Working Professional,In a Relationship,Instagram,7.0,3,2,Yes,Within 5 min,120,4.0,5.6,3.2,5.7,No,No,5.4,2.7,7.0,3.1,4.2,4.6,7.4,10.0,3.7,6.7,6.0,High
USR01279,40,Male,Freelancer,In a Relationship,Facebook,2.3,1,4,Yes,After 30 min,47,5.1,8.8,4.1,6.3,Yes,No,4.4,3.0,2.2,6.7,5.6,7.6,7.9,4.2,,4.5,7.7,Low
USR01280,31,Non-binary,Working Professional,In a Relationship,Instagram,8.1,2,3,Yes,Within 5 min,100,2.7,2.0,4.7,7.9,Yes,Yes,2.3,3.2,2.1,7.7,4.1,10.0,5.2,5.5,2.5,,6.6,Moderate
USR01281,19,Female,Working Professional,Single,YouTube,4.2,1,3,Yes,5-30 min,56,6.5,6.7,5.9,3.4,No,Yes,1.6,4.8,6.6,4.8,4.9,7.2,6.9,,2.4,1.9,5.8,High
USR01282,26,Non-binary,Unemployed,In a Relationship,Snapchat,4.6,7,3,Yes,5-30 min,67,5.3,6.0,2.4,6.4,Yes,Yes,4.7,2.3,5.3,3.9,3.8,,7.6,3.2,3.6,0.5,5.0,Severe
USR01283,34,Non-binary,Student,Single,YouTube,4.9,6,1,Yes,Within 5 min,18,7.0,5.0,2.5,5.6,Yes,No,6.1,,5.9,6.9,2.8,7.2,7.4,3.0,1.4,0.0,5.7,High
USR01284,23,Male,Freelancer,Single,TikTok,3.9,2,3,No,Within 5 min,17,2.5,8.7,0.5,6.0,Yes,Yes,5.6,4.4,4.0,5.3,9.8,8.3,1.2,,3.5,4.0,8.1,Low
USR01285,17,Male,Working Professional,Single,TikTok,3.5,4,4,Yes,Within 5 min,121,6.0,4.7,3.2,9.2,No,Yes,5.4,3.1,3.7,5.8,5.3,10.0,5.2,8.7,4.3,1.6,3.7,Severe
USR01286,43,Non-binary,Student,In a Relationship,Facebook,5.7,2,2,No,Within 5 min,94,5.7,1.1,1.5,3.1,Yes,No,7.9,5.9,2.7,9.2,3.0,5.5,6.0,7.6,4.1,2.1,8.9,Low
USR01287,30,Female,Working Professional,Single,Instagram,3.1,4,5,No,5-30 min,81,5.1,8.8,9.2,3.9,Yes,No,5.7,4.8,5.6,2.7,5.3,5.7,6.9,5.2,3.3,4.0,5.7,High
